1 240
253.61 COORD_A1, COORD_E1, COORD_H1, COORD_A2, COORD_F4, COORD_G6, COORD_D7, COORD_E7, COORD_F7, COORD_A8
253.653 COORD_F1, COORD_H1, COORD_C2, COORD_D3, COORD_E4, COORD_H4, COORD_A7, COORD_A8, COORD_D8, COORD_H8
253.677 COORD_H1, COORD_D2, COORD_H2, COORD_C3, COORD_H3, COORD_F5, COORD_H7, COORD_A8, COORD_B8, COORD_H8
253.702 COORD_H1, COORD_C2, COORD_A3, COORD_B3, COORD_B5, COORD_H5, COORD_C6, COORD_B7, COORD_A8, COORD_H8
254.052 COORD_C1, COORD_G1, COORD_H1, COORD_A4, COORD_H5, COORD_A6, COORD_H6, COORD_D7, COORD_G7, COORD_H8
254.102 COORD_H1, COORD_B3, COORD_C4, COORD_B5, COORD_H5, COORD_G6, COORD_A7, COORD_B7, COORD_A8, COORD_H8
254.116 COORD_A1, COORD_B2, COORD_F2, COORD_B3, COORD_F3, COORD_H3, COORD_E4, COORD_A8, COORD_B8, COORD_H8
4865 884412
201.663 COORD_A1, COORD_F1, COORD_H1, COORD_H3, COORD_B7, COORD_G7, COORD_A8, COORD_C8, COORD_E8, COORD_H8
238.793 COORD_A1, COORD_B1, COORD_D1, COORD_G1, COORD_H1, COORD_G4, COORD_D7, COORD_E8, COORD_G8, COORD_H8
242.184 COORD_H1, COORD_C2, COORD_B3, COORD_C6, COORD_C7, COORD_G7, COORD_A8, COORD_D8, COORD_E8, COORD_H8
245.05 COORD_C2, COORD_E2, COORD_A3, COORD_H4, COORD_H5, COORD_A8, COORD_C8, COORD_E8, COORD_G8, COORD_H8
246.014 COORD_F1, COORD_H1, COORD_H2, COORD_C5, COORD_A6, COORD_B7, COORD_F7, COORD_H7, COORD_A8, COORD_H8
246.264 COORD_D1, COORD_G1, COORD_H1, COORD_H3, COORD_B4, COORD_H4, COORD_G7, COORD_E8, COORD_G8, COORD_H8
247.236 COORD_H1, COORD_D3, COORD_H3, COORD_D5, COORD_B6, COORD_H7, COORD_A8, COORD_D8, COORD_F8, COORD_H8
247.812 COORD_H1, COORD_E2, COORD_H2, COORD_C3, COORD_D3, COORD_A7, COORD_A8, COORD_D8, COORD_G8, COORD_H8
248.789 COORD_A1, COORD_C1, COORD_H1, COORD_B2, COORD_D2, COORD_B6, COORD_E7, COORD_F7, COORD_H7, COORD_H8
248.899 COORD_A1, COORD_E1, COORD_B2, COORD_C2, COORD_F2, COORD_A4, COORD_A5, COORD_A8, COORD_E8, COORD_F8
249.075 COORD_H1, COORD_D2, COORD_G2, COORD_H2, COORD_G3, COORD_G4, COORD_G7, COORD_A8, COORD_G8, COORD_H8
249.823 COORD_A1, COORD_C1, COORD_H1, COORD_A4, COORD_D4, COORD_B5, COORD_C6, COORD_G7, COORD_E8, COORD_H8
249.939 COORD_G1, COORD_H1, COORD_H2, COORD_A3, COORD_B3, COORD_D3, COORD_C7, COORD_A8, COORD_G8, COORD_H8
249.97 COORD_E1, COORD_F1, COORD_H1, COORD_A3, COORD_A5, COORD_B6, COORD_H6, COORD_D7, COORD_H7, COORD_H8
250.416 COORD_H1, COORD_D2, COORD_B4, COORD_D4, COORD_A5, COORD_H5, COORD_C7, COORD_A8, COORD_G8, COORD_H8
250.539 COORD_A1, COORD_B1, COORD_H1, COORD_B2, COORD_H3, COORD_E4, COORD_C7, COORD_E7, COORD_A8, COORD_D8
250.576 COORD_H1, COORD_E4, COORD_B5, COORD_G6, COORD_B7, COORD_H7, COORD_A8, COORD_B8, COORD_F8, COORD_H8
250.725 COORD_A1, COORD_B1, COORD_C1, COORD_H1, COORD_E4, COORD_F4, COORD_G4, COORD_A6, COORD_B6, COORD_A8
250.916 COORD_A1, COORD_E1, COORD_H1, COORD_B2, COORD_G2, COORD_F3, COORD_B6, COORD_B7, COORD_F8, COORD_H8
251.039 COORD_H1, COORD_G2, COORD_G3, COORD_A6, COORD_B6, COORD_H7, COORD_D8, COORD_E8, COORD_F8, COORD_H8
251.472 COORD_A1, COORD_F1, COORD_H1, COORD_A3, COORD_H3, COORD_D4, COORD_C5, COORD_E7, COORD_E8, COORD_H8
251.727 COORD_A1, COORD_C1, COORD_H1, COORD_G2, COORD_B5, COORD_F5, COORD_G5, COORD_G6, COORD_A8, COORD_C8
251.787 COORD_H1, COORD_D2, COORD_G2, COORD_H3, COORD_A5, COORD_H5, COORD_C7, COORD_F8, COORD_G8, COORD_H8
251.91 COORD_D1, COORD_E1, COORD_F1, COORD_A5, COORD_A6, COORD_B6, COORD_H6, COORD_A8, COORD_C8, COORD_H8
251.933 COORD_H1, COORD_F3, COORD_H3, COORD_G5, COORD_G6, COORD_H7, COORD_A8, COORD_B8, COORD_F8, COORD_H8
251.942 COORD_A1, COORD_C2, COORD_E2, COORD_F3, COORD_G3, COORD_E4, COORD_H6, COORD_A8, COORD_E8, COORD_H8
252.094 COORD_H1, COORD_F3, COORD_H4, COORD_D5, COORD_A7, COORD_B7, COORD_H7, COORD_A8, COORD_E8, COORD_H8
252.318 COORD_D1, COORD_H1, COORD_H2, COORD_C3, COORD_F5, COORD_H7, COORD_A8, COORD_B8, COORD_C8, COORD_H8
252.524 COORD_E1, COORD_C2, COORD_G3, COORD_H4, COORD_A5, COORD_G7, COORD_A8, COORD_F8, COORD_G8, COORD_H8
252.716 COORD_F1, COORD_H1, COORD_C2, COORD_B6, COORD_C6, COORD_B7, COORD_F7, COORD_A8, COORD_G8, COORD_H8
252.963 COORD_E1, COORD_H3, COORD_H4, COORD_H5, COORD_A7, COORD_C7, COORD_G7, COORD_A8, COORD_D8, COORD_H8
252.987 COORD_A1, COORD_A2, COORD_C3, COORD_D3, COORD_H5, COORD_H6, COORD_B7, COORD_H7, COORD_A8, COORD_H8
253.021 COORD_C3, COORD_A4, COORD_H5, COORD_A7, COORD_H7, COORD_A8, COORD_B8, COORD_F8, COORD_G8, COORD_H8
253.06 COORD_C2, COORD_F3, COORD_G5, COORD_H6, COORD_G7, COORD_A8, COORD_B8, COORD_C8, COORD_G8, COORD_H8
253.204 COORD_A1, COORD_C1, COORD_H1, COORD_G2, COORD_C5, COORD_G5, COORD_F7, COORD_A8, COORD_E8, COORD_F8
253.215 COORD_A1, COORD_D2, COORD_E2, COORD_F3, COORD_G3, COORD_E4, COORD_H6, COORD_A8, COORD_E8, COORD_H8
253.26 COORD_E1, COORD_F1, COORD_H1, COORD_A5, COORD_B6, COORD_H6, COORD_D7, COORD_D8, COORD_F8, COORD_H8
253.61 COORD_A1, COORD_E1, COORD_H1, COORD_A2, COORD_F4, COORD_G6, COORD_D7, COORD_E7, COORD_F7, COORD_A8
253.653 COORD_F1, COORD_H1, COORD_C2, COORD_D3, COORD_E4, COORD_H4, COORD_A7, COORD_A8, COORD_D8, COORD_H8
253.677 COORD_H1, COORD_D2, COORD_H2, COORD_C3, COORD_H3, COORD_F5, COORD_H7, COORD_A8, COORD_B8, COORD_H8
4993 905143
201.663 COORD_A1, COORD_F1, COORD_H1, COORD_H3, COORD_B7, COORD_G7, COORD_A8, COORD_C8, COORD_E8, COORD_H8
238.793 COORD_A1, COORD_B1, COORD_D1, COORD_G1, COORD_H1, COORD_G4, COORD_D7, COORD_E8, COORD_G8, COORD_H8
242.184 COORD_H1, COORD_C2, COORD_B3, COORD_C6, COORD_C7, COORD_G7, COORD_A8, COORD_D8, COORD_E8, COORD_H8
245.05 COORD_C2, COORD_E2, COORD_A3, COORD_H4, COORD_H5, COORD_A8, COORD_C8, COORD_E8, COORD_G8, COORD_H8
246.014 COORD_F1, COORD_H1, COORD_H2, COORD_C5, COORD_A6, COORD_B7, COORD_F7, COORD_H7, COORD_A8, COORD_H8
246.264 COORD_D1, COORD_G1, COORD_H1, COORD_H3, COORD_B4, COORD_H4, COORD_G7, COORD_E8, COORD_G8, COORD_H8
246.682 COORD_H1, COORD_D2, COORD_F3, COORD_H3, COORD_E4, COORD_H5, COORD_H6, COORD_A8, COORD_G8, COORD_H8
248.513 COORD_F1, COORD_H1, COORD_D2, COORD_E2, COORD_G2, COORD_G3, COORD_H3, COORD_B6, COORD_A8, COORD_H8
248.899 COORD_A1, COORD_E1, COORD_B2, COORD_C2, COORD_F2, COORD_A4, COORD_A5, COORD_A8, COORD_E8, COORD_F8
249.035 COORD_A1, COORD_C1, COORD_G1, COORD_H1, COORD_A2, COORD_H2, COORD_A4, COORD_E4, COORD_E5, COORD_H8
249.939 COORD_G1, COORD_H1, COORD_H2, COORD_A3, COORD_B3, COORD_D3, COORD_C7, COORD_A8, COORD_G8, COORD_H8
249.97 COORD_E1, COORD_F1, COORD_H1, COORD_A3, COORD_A5, COORD_B6, COORD_H6, COORD_D7, COORD_H7, COORD_H8
250.365 COORD_E1, COORD_H1, COORD_G4, COORD_G5, COORD_B7, COORD_E7, COORD_G7, COORD_A8, COORD_D8, COORD_H8
250.576 COORD_H1, COORD_E4, COORD_B5, COORD_G6, COORD_B7, COORD_H7, COORD_A8, COORD_B8, COORD_F8, COORD_H8
250.616 COORD_H1, COORD_F2, COORD_B3, COORD_B4, COORD_C5, COORD_B6, COORD_A8, COORD_E8, COORD_G8, COORD_H8
250.725 COORD_A1, COORD_B1, COORD_C1, COORD_H1, COORD_E4, COORD_F4, COORD_G4, COORD_A6, COORD_B6, COORD_A8
251.039 COORD_H1, COORD_G2, COORD_G3, COORD_A6, COORD_B6, COORD_H7, COORD_D8, COORD_E8, COORD_F8, COORD_H8
251.727 COORD_A1, COORD_C1, COORD_H1, COORD_G2, COORD_B5, COORD_F5, COORD_G5, COORD_G6, COORD_A8, COORD_C8
251.787 COORD_H1, COORD_D2, COORD_G2, COORD_H3, COORD_A5, COORD_H5, COORD_C7, COORD_F8, COORD_G8, COORD_H8
251.91 COORD_D1, COORD_E1, COORD_F1, COORD_A5, COORD_A6, COORD_B6, COORD_H6, COORD_A8, COORD_C8, COORD_H8
251.942 COORD_A1, COORD_C2, COORD_E2, COORD_F3, COORD_G3, COORD_E4, COORD_H6, COORD_A8, COORD_E8, COORD_H8
252.094 COORD_H1, COORD_F3, COORD_H4, COORD_D5, COORD_A7, COORD_B7, COORD_H7, COORD_A8, COORD_E8, COORD_H8
252.318 COORD_D1, COORD_H1, COORD_H2, COORD_C3, COORD_F5, COORD_H7, COORD_A8, COORD_B8, COORD_C8, COORD_H8
252.524 COORD_E1, COORD_C2, COORD_G3, COORD_H4, COORD_A5, COORD_G7, COORD_A8, COORD_F8, COORD_G8, COORD_H8
252.716 COORD_F1, COORD_H1, COORD_C2, COORD_B6, COORD_C6, COORD_B7, COORD_F7, COORD_A8, COORD_G8, COORD_H8
252.963 COORD_E1, COORD_H3, COORD_H4, COORD_H5, COORD_A7, COORD_C7, COORD_G7, COORD_A8, COORD_D8, COORD_H8
252.987 COORD_A1, COORD_A2, COORD_C3, COORD_D3, COORD_H5, COORD_H6, COORD_B7, COORD_H7, COORD_A8, COORD_H8
253.021 COORD_C3, COORD_A4, COORD_H5, COORD_A7, COORD_H7, COORD_A8, COORD_B8, COORD_F8, COORD_G8, COORD_H8
253.06 COORD_C2, COORD_F3, COORD_G5, COORD_H6, COORD_G7, COORD_A8, COORD_B8, COORD_C8, COORD_G8, COORD_H8
253.204 COORD_A1, COORD_C1, COORD_H1, COORD_G2, COORD_C5, COORD_G5, COORD_F7, COORD_A8, COORD_E8, COORD_F8
253.215 COORD_A1, COORD_D2, COORD_E2, COORD_F3, COORD_G3, COORD_E4, COORD_H6, COORD_A8, COORD_E8, COORD_H8
253.26 COORD_E1, COORD_F1, COORD_H1, COORD_A5, COORD_B6, COORD_H6, COORD_D7, COORD_D8, COORD_F8, COORD_H8
253.61 COORD_A1, COORD_E1, COORD_H1, COORD_A2, COORD_F4, COORD_G6, COORD_D7, COORD_E7, COORD_F7, COORD_A8
253.653 COORD_F1, COORD_H1, COORD_C2, COORD_D3, COORD_E4, COORD_H4, COORD_A7, COORD_A8, COORD_D8, COORD_H8
253.677 COORD_H1, COORD_D2, COORD_H2, COORD_C3, COORD_H3, COORD_F5, COORD_H7, COORD_A8, COORD_B8, COORD_H8
253.702 COORD_H1, COORD_C2, COORD_A3, COORD_B3, COORD_B5, COORD_H5, COORD_C6, COORD_B7, COORD_A8, COORD_H8
254.052 COORD_C1, COORD_G1, COORD_H1, COORD_A4, COORD_H5, COORD_A6, COORD_H6, COORD_D7, COORD_G7, COORD_H8
254.102 COORD_H1, COORD_B3, COORD_C4, COORD_B5, COORD_H5, COORD_G6, COORD_A7, COORD_B7, COORD_A8, COORD_H8
254.116 COORD_A1, COORD_B2, COORD_F2, COORD_B3, COORD_F3, COORD_H3, COORD_E4, COORD_A8, COORD_B8, COORD_H8
254.254 COORD_H1, COORD_E2, COORD_H2, COORD_B3, COORD_E6, COORD_A7, COORD_A8, COORD_D8, COORD_G8, COORD_H8
5121 926824
200.294 COORD_A1, COORD_D1, COORD_H1, COORD_A3, COORD_H5, COORD_A6, COORD_B7, COORD_A8, COORD_F8, COORD_H8
246.968 COORD_H1, COORD_D2, COORD_G2, COORD_H2, COORD_G3, COORD_G6, COORD_H7, COORD_A8, COORD_G8, COORD_H8
253.26 COORD_E1, COORD_F1, COORD_H1, COORD_A5, COORD_B6, COORD_H6, COORD_D7, COORD_D8, COORD_F8, COORD_H8
253.61 COORD_A1, COORD_E1, COORD_H1, COORD_A2, COORD_F4, COORD_G6, COORD_D7, COORD_E7, COORD_F7, COORD_A8
253.677 COORD_H1, COORD_D2, COORD_H2, COORD_C3, COORD_H3, COORD_F5, COORD_H7, COORD_A8, COORD_B8, COORD_H8
254.052 COORD_C1, COORD_G1, COORD_H1, COORD_A4, COORD_H5, COORD_A6, COORD_H6, COORD_D7, COORD_G7, COORD_H8
254.102 COORD_H1, COORD_B3, COORD_C4, COORD_B5, COORD_H5, COORD_G6, COORD_A7, COORD_B7, COORD_A8, COORD_H8
254.116 COORD_A1, COORD_B2, COORD_F2, COORD_B3, COORD_F3, COORD_H3, COORD_E4, COORD_A8, COORD_B8, COORD_H8
255.42 COORD_E1, COORD_A3, COORD_A4, COORD_F6, COORD_B7, COORD_G7, COORD_A8, COORD_D8, COORD_F8, COORD_H8
255.461 COORD_C1, COORD_H1, COORD_D2, COORD_E2, COORD_B5, COORD_C6, COORD_H7, COORD_A8, COORD_C8, COORD_H8
255.463 COORD_A1, COORD_H1, COORD_D4, COORD_C7, COORD_D7, COORD_F7, COORD_H7, COORD_D8, COORD_E8, COORD_H8
255.837 COORD_A1, COORD_C2, COORD_F3, COORD_C4, COORD_H4, COORD_H5, COORD_A7, COORD_A8, COORD_C8, COORD_H8
255.853 COORD_A1, COORD_D1, COORD_A2, COORD_G3, COORD_D4, COORD_A5, COORD_A6, COORD_F6, COORD_A8, COORD_H8
256.069 COORD_H1, COORD_H2, COORD_H3, COORD_F5, COORD_B6, COORD_E7, COORD_H7, COORD_A8, COORD_G8, COORD_H8
256.13 COORD_H1, COORD_F2, COORD_B3, COORD_C3, COORD_B4, COORD_C4, COORD_A8, COORD_E8, COORD_G8, COORD_H8
256.162 COORD_A1, COORD_C1, COORD_D1, COORD_H1, COORD_G2, COORD_H2, COORD_F4, COORD_A6, COORD_G7, COORD_A8
256.195 COORD_A1, COORD_D1, COORD_H1, COORD_G2, COORD_B5, COORD_D5, COORD_G5, COORD_E8, COORD_G8, COORD_H8
256.214 COORD_A1, COORD_B2, COORD_B3, COORD_E3, COORD_G3, COORD_A5, COORD_H6, COORD_F7, COORD_A8, COORD_H8
256.284 COORD_D1, COORD_F1, COORD_A5, COORD_E5, COORD_A6, COORD_H6, COORD_A8, COORD_C8, COORD_G8, COORD_H8
256.292 COORD_H1, COORD_G2, COORD_H2, COORD_A3, COORD_H4, COORD_E5, COORD_B7, COORD_A8, COORD_B8, COORD_H8
256.535 COORD_A1, COORD_H1, COORD_D4, COORD_H4, COORD_D5, COORD_F7, COORD_H7, COORD_D8, COORD_E8, COORD_H8
256.808 COORD_A1, COORD_C2, COORD_A3, COORD_A4, COORD_B4, COORD_C5, COORD_A7, COORD_A8, COORD_B8, COORD_H8
256.882 COORD_A1, COORD_H1, COORD_B2, COORD_H2, COORD_E6, COORD_D7, COORD_E7, COORD_F7, COORD_G8, COORD_H8
257.216 COORD_A1, COORD_B2, COORD_E4, COORD_D5, COORD_B6, COORD_G7, COORD_A8, COORD_B8, COORD_D8, COORD_H8
257.384 COORD_A1, COORD_H1, COORD_C2, COORD_A3, COORD_G3, COORD_D5, COORD_H6, COORD_A8, COORD_B8, COORD_C8
257.396 COORD_A1, COORD_D2, COORD_A3, COORD_F3, COORD_G3, COORD_F5, COORD_G5, COORD_B7, COORD_A8, COORD_H8
257.453 COORD_E1, COORD_H1, COORD_C3, COORD_A4, COORD_D4, COORD_E4, COORD_H5, COORD_A8, COORD_D8, COORD_H8
257.5 COORD_A1, COORD_C1, COORD_H1, COORD_D4, COORD_B5, COORD_G6, COORD_E7, COORD_G7, COORD_E8, COORD_H8
257.568 COORD_A1, COORD_C1, COORD_H1, COORD_A4, COORD_C4, COORD_G4, COORD_H5, COORD_G6, COORD_F7, COORD_A8
257.594 COORD_A1, COORD_H1, COORD_E2, COORD_B4, COORD_H5, COORD_C6, COORD_F7, COORD_G7, COORD_E8, COORD_H8
257.6 COORD_A1, COORD_G3, COORD_H3, COORD_E4, COORD_G5, COORD_A6, COORD_B6, COORD_A8, COORD_B8, COORD_H8
257.817 COORD_A1, COORD_B1, COORD_H1, COORD_A2, COORD_B2, COORD_F6, COORD_C8, COORD_E8, COORD_F8, COORD_H8
257.846 COORD_A1, COORD_H1, COORD_C2, COORD_G2, COORD_B3, COORD_G3, COORD_C5, COORD_D8, COORD_E8, COORD_H8
257.903 COORD_A1, COORD_B1, COORD_B2, COORD_F3, COORD_H3, COORD_B5, COORD_G6, COORD_A8, COORD_F8, COORD_H8
258.196 COORD_A1, COORD_H1, COORD_B2, COORD_H2, COORD_F3, COORD_D4, COORD_G7, COORD_E8, COORD_G8, COORD_H8
258.207 COORD_A1, COORD_B1, COORD_H1, COORD_C4, COORD_H5, COORD_B6, COORD_G6, COORD_E8, COORD_G8, COORD_H8
258.217 COORD_A1, COORD_H1, COORD_B2, COORD_A4, COORD_A6, COORD_E6, COORD_D7, COORD_E7, COORD_F7, COORD_H8
258.234 COORD_A1, COORD_D1, COORD_H1, COORD_B2, COORD_D2, COORD_A4, COORD_C5, COORD_H6, COORD_A8, COORD_E8
258.287 COORD_A1, COORD_E1, COORD_H1, COORD_H2, COORD_C3, COORD_H5, COORD_F6, COORD_C7, COORD_G8, COORD_H8
258.35 COORD_A1, COORD_B1, COORD_A2, COORD_G3, COORD_G4, COORD_A6, COORD_B6, COORD_G6, COORD_B7, COORD_A8
5249 947486
200.294 COORD_A1, COORD_D1, COORD_H1, COORD_A3, COORD_H5, COORD_A6, COORD_B7, COORD_A8, COORD_F8, COORD_H8
235.038 COORD_A1, COORD_B1, COORD_G1, COORD_H1, COORD_H2, COORD_C3, COORD_D7, COORD_E8, COORD_G8, COORD_H8
236.191 COORD_A1, COORD_D1, COORD_H1, COORD_B2, COORD_C2, COORD_B3, COORD_B6, COORD_C7, COORD_F8, COORD_H8
238.213 COORD_H1, COORD_D2, COORD_B4, COORD_D4, COORD_H4, COORD_A5, COORD_H5, COORD_A8, COORD_G8, COORD_H8
240.067 COORD_C1, COORD_G1, COORD_H1, COORD_C2, COORD_G2, COORD_H2, COORD_A5, COORD_H6, COORD_H7, COORD_H8
240.319 COORD_G1, COORD_H1, COORD_E2, COORD_B4, COORD_C4, COORD_H6, COORD_B7, COORD_G7, COORD_A8, COORD_H8
243.391 COORD_D1, COORD_E1, COORD_G1, COORD_H1, COORD_G2, COORD_C8, COORD_D8, COORD_E8, COORD_F8, COORD_H8
244.831 COORD_H1, COORD_D2, COORD_E2, COORD_B4, COORD_D4, COORD_A5, COORD_H5, COORD_A8, COORD_G8, COORD_H8
245.05 COORD_C2, COORD_E2, COORD_A3, COORD_H4, COORD_H5, COORD_A8, COORD_C8, COORD_E8, COORD_G8, COORD_H8
245.529 COORD_A1, COORD_B1, COORD_H1, COORD_B2, COORD_H2, COORD_B3, COORD_F6, COORD_C7, COORD_E8, COORD_H8
245.646 COORD_A1, COORD_D1, COORD_A3, COORD_F5, COORD_A6, COORD_B6, COORD_A8, COORD_F8, COORD_G8, COORD_H8
245.647 COORD_A1, COORD_B2, COORD_D2, COORD_B3, COORD_H3, COORD_A6, COORD_E7, COORD_A8, COORD_C8, COORD_H8
245.743 COORD_H1, COORD_D2, COORD_G2, COORD_H2, COORD_G3, COORD_G6, COORD_G7, COORD_A8, COORD_G8, COORD_H8
245.748 COORD_A1, COORD_D1, COORD_H1, COORD_G2, COORD_H4, COORD_B5, COORD_G5, COORD_D6, COORD_G7, COORD_H8
246.325 COORD_E1, COORD_H1, COORD_F2, COORD_C3, COORD_H3, COORD_D5, COORD_A8, COORD_E8, COORD_F8, COORD_H8
247.112 COORD_A1, COORD_B1, COORD_C1, COORD_F6, COORD_H6, COORD_B7, COORD_C7, COORD_A8, COORD_B8, COORD_H8
247.156 COORD_A1, COORD_C1, COORD_H1, COORD_G2, COORD_H2, COORD_F4, COORD_A5, COORD_F5, COORD_A6, COORD_A8
247.236 COORD_H1, COORD_D3, COORD_H3, COORD_D5, COORD_B6, COORD_H7, COORD_A8, COORD_D8, COORD_F8, COORD_H8
247.491 COORD_E1, COORD_H1, COORD_H3, COORD_A5, COORD_H5, COORD_C7, COORD_H7, COORD_D8, COORD_F8, COORD_H8
247.572 COORD_H1, COORD_E2, COORD_H2, COORD_H4, COORD_D6, COORD_A7, COORD_G7, COORD_A8, COORD_G8, COORD_H8
247.604 COORD_A1, COORD_C1, COORD_H1, COORD_G2, COORD_E4, COORD_H4, COORD_B6, COORD_D6, COORD_G7, COORD_H8
247.812 COORD_H1, COORD_E2, COORD_H2, COORD_C3, COORD_D3, COORD_A7, COORD_A8, COORD_D8, COORD_G8, COORD_H8
248.244 COORD_A1, COORD_F1, COORD_H1, COORD_F2, COORD_H2, COORD_H4, COORD_D5, COORD_C7, COORD_E7, COORD_H8
248.513 COORD_F1, COORD_H1, COORD_D2, COORD_E2, COORD_G2, COORD_G3, COORD_H3, COORD_B6, COORD_A8, COORD_H8
248.52 COORD_H1, COORD_B3, COORD_C3, COORD_B4, COORD_G4, COORD_H4, COORD_A8, COORD_F8, COORD_G8, COORD_H8
248.899 COORD_A1, COORD_E1, COORD_B2, COORD_C2, COORD_F2, COORD_A4, COORD_A5, COORD_A8, COORD_E8, COORD_F8
249.035 COORD_A1, COORD_C1, COORD_G1, COORD_H1, COORD_A2, COORD_H2, COORD_A4, COORD_E4, COORD_E5, COORD_H8
249.391 COORD_H1, COORD_C2, COORD_B3, COORD_B4, COORD_C6, COORD_C7, COORD_A8, COORD_D8, COORD_E8, COORD_H8
249.939 COORD_G1, COORD_H1, COORD_H2, COORD_A3, COORD_B3, COORD_D3, COORD_C7, COORD_A8, COORD_G8, COORD_H8
249.97 COORD_E1, COORD_F1, COORD_H1, COORD_A3, COORD_A5, COORD_B6, COORD_H6, COORD_D7, COORD_H7, COORD_H8
250.365 COORD_E1, COORD_H1, COORD_G4, COORD_G5, COORD_B7, COORD_E7, COORD_G7, COORD_A8, COORD_D8, COORD_H8
250.445 COORD_H1, COORD_E2, COORD_H2, COORD_B3, COORD_H4, COORD_F5, COORD_H6, COORD_G7, COORD_A8, COORD_H8
250.491 COORD_A1, COORD_B1, COORD_A3, COORD_C3, COORD_A6, COORD_B7, COORD_D7, COORD_A8, COORD_C8, COORD_H8
250.576 COORD_H1, COORD_E4, COORD_B5, COORD_G6, COORD_B7, COORD_H7, COORD_A8, COORD_B8, COORD_F8, COORD_H8
250.616 COORD_H1, COORD_F2, COORD_B3, COORD_B4, COORD_C5, COORD_B6, COORD_A8, COORD_E8, COORD_G8, COORD_H8
250.718 COORD_H1, COORD_H2, COORD_F3, COORD_H3, COORD_H5, COORD_E6, COORD_A8, COORD_F8, COORD_G8, COORD_H8
250.725 COORD_A1, COORD_B1, COORD_C1, COORD_H1, COORD_E4, COORD_F4, COORD_G4, COORD_A6, COORD_B6, COORD_A8
251.039 COORD_H1, COORD_G2, COORD_G3, COORD_A6, COORD_B6, COORD_H7, COORD_D8, COORD_E8, COORD_F8, COORD_H8
251.472 COORD_A1, COORD_F1, COORD_H1, COORD_A3, COORD_H3, COORD_D4, COORD_C5, COORD_E7, COORD_E8, COORD_H8
251.787 COORD_H1, COORD_D2, COORD_G2, COORD_H3, COORD_A5, COORD_H5, COORD_C7, COORD_F8, COORD_G8, COORD_H8
5377 969600
200.294 COORD_A1, COORD_D1, COORD_H1, COORD_A3, COORD_H5, COORD_A6, COORD_B7, COORD_A8, COORD_F8, COORD_H8
235.038 COORD_A1, COORD_B1, COORD_G1, COORD_H1, COORD_H2, COORD_C3, COORD_D7, COORD_E8, COORD_G8, COORD_H8
236.191 COORD_A1, COORD_D1, COORD_H1, COORD_B2, COORD_C2, COORD_B3, COORD_B6, COORD_C7, COORD_F8, COORD_H8
238.213 COORD_H1, COORD_D2, COORD_B4, COORD_D4, COORD_H4, COORD_A5, COORD_H5, COORD_A8, COORD_G8, COORD_H8
240.067 COORD_C1, COORD_G1, COORD_H1, COORD_C2, COORD_G2, COORD_H2, COORD_A5, COORD_H6, COORD_H7, COORD_H8
240.319 COORD_G1, COORD_H1, COORD_E2, COORD_B4, COORD_C4, COORD_H6, COORD_B7, COORD_G7, COORD_A8, COORD_H8
243.391 COORD_D1, COORD_E1, COORD_G1, COORD_H1, COORD_G2, COORD_C8, COORD_D8, COORD_E8, COORD_F8, COORD_H8
244.831 COORD_H1, COORD_D2, COORD_E2, COORD_B4, COORD_D4, COORD_A5, COORD_H5, COORD_A8, COORD_G8, COORD_H8
245.05 COORD_C2, COORD_E2, COORD_A3, COORD_H4, COORD_H5, COORD_A8, COORD_C8, COORD_E8, COORD_G8, COORD_H8
245.529 COORD_A1, COORD_B1, COORD_H1, COORD_B2, COORD_H2, COORD_B3, COORD_F6, COORD_C7, COORD_E8, COORD_H8
245.646 COORD_A1, COORD_D1, COORD_A3, COORD_F5, COORD_A6, COORD_B6, COORD_A8, COORD_F8, COORD_G8, COORD_H8
245.647 COORD_A1, COORD_B2, COORD_D2, COORD_B3, COORD_H3, COORD_A6, COORD_E7, COORD_A8, COORD_C8, COORD_H8
245.743 COORD_H1, COORD_D2, COORD_G2, COORD_H2, COORD_G3, COORD_G6, COORD_G7, COORD_A8, COORD_G8, COORD_H8
245.748 COORD_A1, COORD_D1, COORD_H1, COORD_G2, COORD_H4, COORD_B5, COORD_G5, COORD_D6, COORD_G7, COORD_H8
246.325 COORD_E1, COORD_H1, COORD_F2, COORD_C3, COORD_H3, COORD_D5, COORD_A8, COORD_E8, COORD_F8, COORD_H8
247.112 COORD_A1, COORD_B1, COORD_C1, COORD_F6, COORD_H6, COORD_B7, COORD_C7, COORD_A8, COORD_B8, COORD_H8
247.156 COORD_A1, COORD_C1, COORD_H1, COORD_G2, COORD_H2, COORD_F4, COORD_A5, COORD_F5, COORD_A6, COORD_A8
247.236 COORD_H1, COORD_D3, COORD_H3, COORD_D5, COORD_B6, COORD_H7, COORD_A8, COORD_D8, COORD_F8, COORD_H8
247.491 COORD_E1, COORD_H1, COORD_H3, COORD_A5, COORD_H5, COORD_C7, COORD_H7, COORD_D8, COORD_F8, COORD_H8
247.555 COORD_A1, COORD_D1, COORD_H1, COORD_B2, COORD_C4, COORD_B5, COORD_E7, COORD_F7, COORD_H7, COORD_H8
247.572 COORD_H1, COORD_E2, COORD_H2, COORD_H4, COORD_D6, COORD_A7, COORD_G7, COORD_A8, COORD_G8, COORD_H8
